Frame	Tempo (s)	Emoção
2766	92.20	happy
2767	92.23	happy
2768	92.27	happy
2769	92.30	happy
2770	92.33	happy
2771	92.37	happy
2772	92.40	happy
2773	92.43	happy
2774	92.47	happy
2775	92.50	happy
2776	92.53	happy
2777	92.57	happy
2778	92.60	happy
2779	92.63	happy
2780	92.67	happy
2781	92.70	happy
2782	92.73	happy
2783	92.77	happy
2784	92.80	happy
2785	92.83	happy
2786	92.87	happy
2787	92.90	happy
2788	92.93	happy
2789	92.97	happy
2790	93.00	happy
2791	93.03	happy
2792	93.07	happy
2793	93.10	happy
2794	93.13	happy
2795	93.17	happy
2796	93.20	happy
2797	93.23	happy
2798	93.27	happy
2799	93.30	happy
2800	93.33	happy
2801	93.37	happy
2802	93.40	happy
2803	93.43	happy
2804	93.47	happy
2805	93.50	happy
2806	93.53	happy
2807	93.57	happy
2808	93.60	sad
2809	93.63	sad
2810	93.67	sad
2811	93.70	sad
2812	93.73	happy
2813	93.77	happy
2814	93.80	happy
2815	93.83	happy
2816	93.87	happy
2817	93.90	happy
2818	93.93	happy
2819	93.97	neutral
2820	94.00	neutral
2821	94.03	happy
2822	94.07	neutral
2823	94.10	neutral
2824	94.13	happy
2825	94.17	happy
2826	94.20	happy
2827	94.23	happy
2828	94.27	happy
2829	94.30	happy
2830	94.33	happy
2831	94.37	happy
2832	94.40	happy
2833	94.43	happy
2834	94.47	happy
2835	94.50	happy
2836	94.53	happy
2837	94.57	happy
2838	94.60	happy
2839	94.63	neutral
2840	94.67	neutral
2841	94.70	happy
2842	94.73	happy
2843	94.77	fear
2844	94.80	happy
2845	94.83	happy
2846	94.87	happy
2847	94.90	happy
2848	94.93	happy
2849	94.97	happy
2850	95.00	happy
2851	95.03	happy
2852	95.07	happy
2853	95.10	happy
2854	95.13	happy
2855	95.17	happy
2856	95.20	happy
2857	95.23	happy
2858	95.27	happy
2859	95.30	happy
2860	95.33	happy
2861	95.37	happy
2862	95.40	happy
2863	95.43	sad
2864	95.47	happy
2865	95.50	happy
2866	95.53	happy
2867	95.57	happy
2868	95.60	happy
2869	95.63	happy
2870	95.67	happy
2871	95.70	happy
2872	95.73	happy
2873	95.77	happy
2874	95.80	surprise
2875	95.83	happy
2876	95.87	happy
2877	95.90	happy
2878	95.93	happy
2879	95.97	happy
2880	96.00	happy
2881	96.03	happy
2882	96.07	happy
2883	96.10	happy
2884	96.13	happy
2885	96.17	happy
2886	96.20	happy
2887	96.23	happy
2888	96.27	happy
2889	96.30	happy
2890	96.33	happy
2891	96.37	happy
2892	96.40	happy
2893	96.43	happy
2894	96.47	happy
2895	96.50	happy
2896	96.53	happy
2897	96.57	happy
2898	96.60	happy
2899	96.63	sad
2900	96.67	sad
2901	96.70	sad
2902	96.73	sad
2903	96.77	sad
2904	96.80	sad
2905	96.83	sad
2906	96.87	sad
2907	96.90	sad
2908	96.93	sad
2909	96.97	sad
2910	97.00	sad
2911	97.03	happy
2912	97.07	happy
2913	97.10	happy
2914	97.13	happy
2915	97.17	happy
2916	97.20	happy
2917	97.23	happy
2918	97.27	happy
2919	97.30	happy
2920	97.33	happy
2921	97.37	happy
2922	97.40	happy
2923	97.43	happy
2924	97.47	happy
2925	97.50	happy
2926	97.53	happy
2927	97.57	happy
2928	97.60	happy
2929	97.63	sad
2930	97.67	sad
2931	97.70	sad
2932	97.73	sad
2933	97.77	sad
2934	97.80	sad
2935	97.83	sad
2936	97.87	sad
2937	97.90	happy
2938	97.93	happy
2939	97.97	happy
2940	98.00	sad
2941	98.03	sad
2942	98.07	sad
2943	98.10	sad
2944	98.13	fear
2945	98.17	fear
2946	98.20	fear
2947	98.23	fear
2948	98.27	fear
2949	98.30	fear
2950	98.33	fear
2951	98.37	fear
2952	98.40	fear
2953	98.43	fear
2954	98.47	fear
2955	98.50	sad
2956	98.53	sad
2957	98.57	sad
2958	98.60	sad
2959	98.63	sad
2960	98.67	sad
2961	98.70	neutral
2962	98.73	neutral
2963	98.77	neutral
2964	98.80	neutral
2965	98.83	neutral
2966	98.87	neutral
2967	98.90	neutral
2968	98.93	neutral
2969	98.97	neutral
2970	99.00	neutral
2971	99.03	neutral
2972	99.07	neutral
2973	99.10	neutral
2974	99.13	happy
2975	99.17	neutral
2976	99.20	neutral
2977	99.23	neutral
2978	99.27	neutral
2979	99.30	neutral
2980	99.33	neutral
2981	99.37	neutral
2982	99.40	neutral
2983	99.43	neutral
2984	99.47	neutral
2985	99.50	neutral
2986	99.53	neutral
2987	99.57	neutral
2988	99.60	neutral
2989	99.63	neutral
2990	99.67	neutral
2991	99.70	fear
2992	99.73	happy
2993	99.77	happy
2994	99.80	happy
2995	99.83	happy
2996	99.87	happy
2997	99.90	happy
2998	99.93	happy
2999	99.97	fear
3000	100.00	happy
3001	100.03	happy
3002	100.07	happy
3003	100.10	happy
3004	100.13	happy
3005	100.17	happy
3006	100.20	happy
3007	100.23	happy
3008	100.27	happy
3009	100.30	happy
3010	100.33	happy
3011	100.37	happy
3012	100.40	happy
3013	100.43	happy
3014	100.47	happy
3015	100.50	happy
3016	100.53	happy
3017	100.57	happy
3018	100.60	happy
3019	100.63	happy
3020	100.67	happy
3021	100.70	happy
3022	100.73	happy
3023	100.77	fear
3024	100.80	fear
3025	100.83	fear
3026	100.87	happy
3027	100.90	happy
3028	100.93	neutral
3029	100.97	happy
3030	101.00	happy
3031	101.03	happy
3032	101.07	happy
3033	101.10	happy
3034	101.13	happy
3035	101.17	happy
3036	101.20	happy
3037	101.23	happy
3038	101.27	happy
3039	101.30	happy
3040	101.33	happy
3041	101.37	happy
3042	101.40	happy
3043	101.43	happy
3044	101.47	happy
3045	101.50	happy
3046	101.53	happy
3047	101.57	happy
3048	101.60	happy
3049	101.63	happy
3050	101.67	happy
3051	101.70	happy
3052	101.73	happy
3053	101.77	happy
3054	101.80	happy
3055	101.83	happy
3056	101.87	happy
3057	101.90	happy
3058	101.93	happy
3059	101.97	happy
3060	102.00	sad
3061	102.03	sad
3062	102.07	sad
3063	102.10	sad
3064	102.13	sad
3065	102.17	sad
3066	102.20	sad
3067	102.23	sad
3068	102.27	sad
3069	102.30	sad
3070	102.33	sad
3071	102.37	sad
3072	102.40	sad
3073	102.43	sad
3074	102.47	happy
3075	102.50	happy
3076	102.53	happy
3077	102.57	happy
3078	102.60	happy
3079	102.63	happy
3080	102.67	happy
3081	102.70	happy
3082	102.73	happy
3083	102.77	happy
3084	102.80	happy
3085	102.83	happy
3086	102.87	happy
3087	102.90	happy
3088	102.93	sad
3089	102.97	sad
3090	103.00	sad
3091	103.03	sad
3092	103.07	sad
3093	103.10	sad
3094	103.13	sad
3095	103.17	sad
3096	103.20	sad
3097	103.23	sad
3098	103.27	sad
3099	103.30	happy
3100	103.33	sad
3101	103.37	fear
3102	103.40	sad
3103	103.43	sad
3104	103.47	sad
3105	103.50	sad
3106	103.53	happy
3107	103.57	sad
3108	103.60	sad
3109	103.63	sad
3110	103.67	sad
3111	103.70	sad
3112	103.73	sad
3113	103.77	happy
3114	103.80	happy
3115	103.83	happy
3116	103.87	sad
3117	103.90	sad
3118	103.93	sad
3119	103.97	sad
3120	104.00	neutral
3121	104.03	neutral
3122	104.07	neutral
3123	104.10	sad
3124	104.13	sad
3125	104.17	neutral
3126	104.20	neutral
3127	104.23	neutral
3128	104.27	neutral
3129	104.30	neutral
3130	104.33	neutral
3131	104.37	neutral
3132	104.40	sad
3133	104.43	sad
3134	104.47	sad
3135	104.50	sad
3136	104.53	sad
3137	104.57	sad
3138	104.60	sad
3139	104.63	sad
3140	104.67	sad
3141	104.70	neutral
3142	104.73	neutral
3143	104.77	neutral
3144	104.80	neutral
3145	104.83	happy
3146	104.87	neutral
3147	104.90	neutral
3148	104.93	neutral
3148	104.93	angry
3149	104.97	happy
3149	104.97	sad
3150	105.00	happy
3151	105.03	happy
3152	105.07	happy
3153	105.10	happy
3154	105.13	happy
3155	105.17	happy
3156	105.20	happy
3157	105.23	happy
3158	105.27	happy
3159	105.30	happy
3160	105.33	happy
3161	105.37	happy
3162	105.40	happy
3163	105.43	happy
3164	105.47	happy
3165	105.50	happy
3166	105.53	happy
3167	105.57	happy
3168	105.60	happy
3169	105.63	happy
3170	105.67	happy
3171	105.70	happy
3172	105.73	happy
3173	105.77	happy
3174	105.80	happy
3175	105.83	happy
3176	105.87	happy
3177	105.90	happy
3178	105.93	happy
3179	105.97	happy
3180	106.00	happy
3181	106.03	happy
3182	106.07	happy
3183	106.10	happy
3184	106.13	happy
3185	106.17	happy
3186	106.20	happy
3187	106.23	happy
3188	106.27	happy
3189	106.30	happy
3190	106.33	happy
3191	106.37	happy
3192	106.40	happy
3193	106.43	happy
3194	106.47	happy
3195	106.50	happy
3196	106.53	happy
3197	106.57	happy
3198	106.60	happy
3199	106.63	happy
3200	106.67	happy
3201	106.70	happy
3202	106.73	happy
3203	106.77	happy
3204	106.80	happy
3205	106.83	happy
3206	106.87	happy
3207	106.90	happy
3208	106.93	happy
3209	106.97	happy
3210	107.00	happy
3211	107.03	happy
3212	107.07	happy
3213	107.10	happy
3214	107.13	happy
3215	107.17	happy
3216	107.20	happy
3217	107.23	happy
3218	107.27	happy
3219	107.30	happy
3220	107.33	happy
3221	107.37	happy
3222	107.40	happy
3223	107.43	happy
3224	107.47	happy
3225	107.50	happy
3226	107.53	happy
3227	107.57	happy
3228	107.60	happy
3229	107.63	happy
3230	107.67	happy
3231	107.70	fear
3232	107.73	fear
3233	107.77	fear
3234	107.80	fear
3235	107.83	happy
3236	107.87	neutral
3237	107.90	happy
3238	107.93	happy
3239	107.97	neutral
3240	108.00	neutral
3241	108.03	neutral
3242	108.07	neutral
3243	108.10	happy
3244	108.13	neutral
3245	108.17	neutral
3246	108.20	neutral
3247	108.23	neutral
3248	108.27	neutral
3249	108.30	neutral
3250	108.33	neutral
3251	108.37	neutral
3251	108.37	sad
3252	108.40	happy
3252	108.40	sad
3253	108.43	neutral
3253	108.43	sad
3254	108.47	neutral
3254	108.47	sad
3255	108.50	neutral
3255	108.50	sad
3256	108.53	neutral
3256	108.53	sad
3257	108.57	neutral
3257	108.57	sad
3258	108.60	neutral
3258	108.60	sad
3259	108.63	neutral
3259	108.63	sad
3260	108.67	neutral
3260	108.67	sad
3261	108.70	neutral
3261	108.70	sad
3262	108.73	neutral
3262	108.73	sad
3263	108.77	neutral
3263	108.77	sad
3264	108.80	neutral
3264	108.80	sad
3265	108.83	neutral
3265	108.83	sad
3266	108.87	neutral
3266	108.87	sad
3267	108.90	neutral
3268	108.93	happy
3269	108.97	neutral
3269	108.97	sad
3270	109.00	neutral
3270	109.00	sad
3271	109.03	neutral
3271	109.03	sad
3272	109.07	happy
3272	109.07	sad
3273	109.10	neutral
3273	109.10	sad
3274	109.13	neutral
3274	109.13	sad
3275	109.17	neutral
3275	109.17	sad
3276	109.20	neutral
3276	109.20	sad
3277	109.23	happy
3277	109.23	sad
3278	109.27	neutral
3278	109.27	sad
3279	109.30	neutral
3279	109.30	sad
3280	109.33	happy
3280	109.33	fear
3281	109.37	fear
3281	109.37	happy
3282	109.40	happy
3283	109.43	happy
3284	109.47	neutral
3284	109.47	happy
3285	109.50	happy
3285	109.50	happy
3286	109.53	happy
3286	109.53	happy
3287	109.57	fear
3287	109.57	fear
3287	109.57	happy
3288	109.60	fear
3288	109.60	fear
3288	109.60	happy
3289	109.63	happy
3289	109.63	fear
3289	109.63	happy
3290	109.67	fear
3290	109.67	happy
3291	109.70	happy
3291	109.70	happy
3292	109.73	happy
3292	109.73	happy
3293	109.77	fear
3293	109.77	happy
3293	109.77	happy
3294	109.80	fear
3294	109.80	happy
3294	109.80	happy
3295	109.83	happy
3295	109.83	happy
3296	109.87	happy
3296	109.87	happy
3297	109.90	happy
3297	109.90	fear
3297	109.90	happy
3298	109.93	happy
3298	109.93	happy
3299	109.97	happy
3300	110.00	sad
3301	110.03	angry
3302	110.07	sad
3303	110.10	sad
3304	110.13	sad
3305	110.17	neutral
3306	110.20	sad
3307	110.23	sad
3308	110.27	fear
3309	110.30	sad
3310	110.33	sad
3311	110.37	sad
3312	110.40	sad
3313	110.43	sad
3314	110.47	sad
3315	110.50	sad
3316	110.53	sad
3317	110.57	sad
3318	110.60	sad
3319	110.63	sad
3320	110.67	sad
3321	110.70	sad
3322	110.73	sad
3323	110.77	sad
3324	110.80	fear
3325	110.83	sad
